Gross Commit Indicator,Financial Aid Intent,Scholarship,Direct Legacy? (parent),Ethnic Background,First Gen to College,Permanent Region,GPA,HS Class Size,Campus Visit Indicator?,Interview?,Academic Interest,Sex,Level of Financial Need,Reader Academic Rating,id
0,FAN,DIR,0,White,0,CA,3.98,468.0,0,0,Psychology,F,"Low OxyS - $1 to $19,999",2,8778
0,FAY,NO,1,"Hispanic/Latino, White",0,CA,3.69,161.0,1,0,Physics: 3-2 Engineering Program,M,"Low OxyS - $1 to $19,999",3,7280
0,FAY,NO,0,American Indian or Alaska Native,1,MO,3.75,20.0,1,0,Public Health,F,"Very High OxyS - $46,000 +",3,3914
0,FAY,NO,0,Asian,0,CA,3.58,500.0,0,0,Computer Science,M,No OxyS - $0,3,8326
0,FAN,NO,0,Asian,1,CA,3.64,95.0,0,0,Art History,F,No OxyS - $0,3,9487
1,FAY,NO,0,White,0,CA,3.06,652.0,1,0,Physics,M,No OxyS - $0,5,7416
0,FAN,NO,0,"Hispanic/Latino, White",0,CA,3.7,440.0,0,0,Psychology,M,No OxyS - $0,3,2434
1,FAY,NO,0,Hispanic/Latino,1,CA,3.94,117.0,1,0,History,F,"High OxyS - $30,000 to $45,999",3,5546
0,FAN,PRES,0,"Asian, White",0,NH,4.0,5.0,0,0,Linguistics,M,"Medium OxyS - $20,000 - $29,999",1,3278
0,FAN,,0,,0,CA,3.68,,0,0,Psychology,M,No OxyS - $0,3,7588
0,FAY,DIR,0,"Black or African American, Native Hawaiian or Other Pacific Islander",1,CA,3.59,,1,0,Pre-health Professions,M,"High OxyS - $30,000 to $45,999",2,8536
1,FAY,,0,"Black or African American, White",0,CA,3.52,,1,0,History,M,"High OxyS - $30,000 to $45,999",4,3843
0,FAY,DIR,0,White,0,WA,3.95,384.0,1,0,Engineering Combined Degree Program,M,"Medium OxyS - $20,000 - $29,999",2,7056
0,FAY,NO,0,"Black or African American, Hispanic/Latino",0,AZ,3.59,224.0,1,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",3,1358
0,FAY,NO,0,Hispanic/Latino,0,CA,4.0,2.0,1,0,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",3,3575
0,FAN,NO,0,White,0,AZ,3.59,628.0,0,0,Critical Theory & Social Justice,F,No OxyS - $0,3,3915
1,FAY,DIR,1,Hispanic/Latino,0,CA,3.74,114.0,1,1,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",2,6962
0,FAY,TRST,0,White,0,CA,3.92,221.0,1,0,Chemistry,F,"Low OxyS - $1 to $19,999",1,8714
1,FAY,NO,0,"Asian, Native Hawaiian or Other Pacific Islander, White",0,HI,3.67,138.0,0,0,History,F,"High OxyS - $30,000 to $45,999",2,378
0,FAY,TRST,0,Asian,1,CO,4.0,489.0,1,0,Computer Science,M,"Very High OxyS - $46,000 +",1,7869
0,FAN,NO,0,White,0,CA,3.53,288.0,0,0,Economics,M,No OxyS - $0,4,430
0,FAY,PRES,0,White,0,CA,4.0,831.0,1,1,Physics,F,"Medium OxyS - $20,000 - $29,999",1,8533
0,FAN,TRST,0,"Asian, White",0,CA,3.82,,0,0,Psychology,F,"Low OxyS - $1 to $19,999",1,3898
0,FAY,NO,0,White,0,OR,3.63,453.0,0,0,Politics,F,"Low OxyS - $1 to $19,999",3,8770
1,FAY,LDRS,0,White,0,NY,3.92,225.0,1,0,Urban and Environmental Policy,M,"Very High OxyS - $46,000 +",2,6825
0,FAY,NO,0,Hispanic/Latino,0,CA,4.0,634.0,0,0,Chemistry,F,"Low OxyS - $1 to $19,999",2,3958
0,FAY,DIR,0,Asian,0,CA,4.0,821.0,0,0,Biochemistry,F,"High OxyS - $30,000 to $45,999",2,6573
0,FAY,NO,0,White,0,TX,3.35,123.0,0,0,Mathematics,M,"Low OxyS - $1 to $19,999",2,8354
0,FAY,TRST,0,"Black or African American, Hispanic/Latino, White",1,OR,4.0,333.0,0,0,Pre-health Professions,F,"Very High OxyS - $46,000 +",1,6407
0,FAY,PRES,0,White,0,CA,3.95,710.0,0,0,Biology,M,"Medium OxyS - $20,000 - $29,999",1,5433
1,FAN,,0,White,0,CA,3.52,,1,1,Sociology,F,No OxyS - $0,4,4255
0,FAY,NO,0,White,0,CA,3.79,740.0,0,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",2,5746
0,FAN,TRST,0,White,0,CA,3.9,,0,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",1,9119
0,FAY,NO,0,Black or African American,0,CA,2.9,684.0,1,0,Pre-law Advising,M,No OxyS - $0,5,2624
1,FAY,LDRS,0,White,0,OR,4.0,265.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",1,8147
0,FAY,,0,Asian,0,CA,3.6,,1,0,Kinesiology,M,"Low OxyS - $1 to $19,999",2,1434
0,FAY,,0,Asian,1,CA,3.75,,0,0,Cognitive Science,F,"Medium OxyS - $20,000 - $29,999",2,1352
0,FAY,NO,0,White,0,CA,3.78,300.0,0,0,Economics,M,"Low OxyS - $1 to $19,999",3,6146
1,FAY,NO,0,White,0,CA,3.39,435.0,1,0,Linguistics,F,No OxyS - $0,3,2988
0,FAY,,0,White,0,PA,3.71,,1,0,Politics,M,"Low OxyS - $1 to $19,999",2,7341
1,FAY,,0,Hispanic/Latino,1,IL,3.57,,0,0,Biochemistry,F,"Very High OxyS - $46,000 +",4,7740
1,FAN,,0,Asian,0,CA,3.44,,0,1,Biology,M,No OxyS - $0,3,4877
0,FAY,NO,0,"Asian, White",0,CA,3.95,32.0,0,0,English,F,"Medium OxyS - $20,000 - $29,999",2,5409
0,FAN,NO,0,White,0,MD,3.54,567.0,1,0,Education,F,No OxyS - $0,3,9028
0,FAN,DIR,0,White,0,MA,3.9,385.0,1,1,Art History,M,"Low OxyS - $1 to $19,999",2,3751
1,FAN,NO,0,White,1,NY,3.32,209.0,0,0,Economics,M,No OxyS - $0,4,7244
0,FAY,,0,White,0,MA,3.84,,0,0,Cognitive Science,M,No OxyS - $0,3,8908
0,FAN,NO,0,White,0,CA,3.57,623.0,0,0,Politics,M,No OxyS - $0,2,3980
0,FAN,TRST,0,White,0,CA,4.0,468.0,1,1,Critical Theory & Social Justice,F,"Low OxyS - $1 to $19,999",1,8321
0,FAY,NO,0,"Hispanic/Latino, White",0,CA,3.18,81.0,1,0,Music,F,"Very High OxyS - $46,000 +",5,1169
0,FAY,,0,"American Indian or Alaska Native, White",0,WA,3.86,,0,0,Diplomacy & World Affairs,F,No OxyS - $0,3,2613
1,FAY,NO,0,White,0,CA,3.87,171.0,1,0,Engineering Combined Degree Program,M,No OxyS - $0,3,5819
1,FAY,PRES,0,"Asian, White",0,CA,3.95,555.0,1,1,Psychology,M,"Medium OxyS - $20,000 - $29,999",1,1791
1,FAN,NO,0,White,0,WA,3.7,34.0,0,0,English,F,No OxyS - $0,3,1730
1,FAY,LDRS,0,Hispanic/Latino,1,CA,3.42,687.0,0,0,Diplomacy & World Affairs,M,"High OxyS - $30,000 to $45,999",3,2449
0,FAY,NO,0,"Hispanic/Latino, White",0,AZ,3.52,237.0,0,0,Biology,M,No OxyS - $0,3,7080
0,FAY,TRST,0,White,0,CA,4.0,800.0,1,0,Economics,M,"Medium OxyS - $20,000 - $29,999",1,5632
0,FAY,MBS,0,White,0,CA,4.0,420.0,0,0,Economics,M,"Medium OxyS - $20,000 - $29,999",1,3916
0,FAY,NO,0,"Hispanic/Latino, White",1,CA,3.84,400.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",3,3852
1,FAY,TRST,0,White,0,TX,3.85,508.0,1,0,Diplomacy & World Affairs,M,"High OxyS - $30,000 to $45,999",1,6687
1,FAN,NO,0,White,0,TX,3.86,119.0,1,0,Art History,M,No OxyS - $0,2,6996
0,FAN,TRST,0,White,0,CA,3.94,455.0,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",1,624
0,FAN,NO,0,White,0,MN,3.66,311.0,1,0,Urban and Environmental Policy,F,No OxyS - $0,3,6836
1,FAY,NO,0,Asian,0,CA,3.46,684.0,1,0,Engineering Combined Degree Program,M,"High OxyS - $30,000 to $45,999",3,3746
1,FAY,DIR,0,White,1,AZ,3.96,,1,0,Independent Pattern of Study,M,"High OxyS - $30,000 to $45,999",2,3799
0,FAY,NO,0,"Hispanic/Latino, White",0,NY,3.67,55.0,0,0,"Media, Arts and Culture",F,"Medium OxyS - $20,000 - $29,999",2,7771
0,FAN,NO,0,White,0,CA,3.88,125.0,0,0,Economics,M,No OxyS - $0,2,36
0,FAY,NO,0,White,0,VA,3.59,500.0,0,0,English,M,No OxyS - $0,3,4383
0,FAY,TRST,0,White,0,WA,4.0,300.0,0,0,Biochemistry,F,"Low OxyS - $1 to $19,999",1,1952
1,FAY,,0,"Asian, White",0,VA,3.65,,0,0,Diplomacy & World Affairs,M,No OxyS - $0,3,4610
1,FAY,TRST,0,White,0,CA,3.92,,0,0,Physics: 3-2 Engineering Program,F,"High OxyS - $30,000 to $45,999",1,233
0,FAY,DIR,0,White,0,AZ,3.71,449.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",2,3361
1,FAY,NO,0,Asian,0,CA,3.67,156.0,1,1,Critical Theory & Social Justice,F,No OxyS - $0,3,413
0,FAY,NO,0,White,0,PA,3.67,133.0,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",3,7353
0,FAN,DIR,0,White,0,IL,3.72,125.0,1,0,Marine Biology,M,"Low OxyS - $1 to $19,999",2,4808
0,FAY,DIR,0,Black or African American,1,UT,4.0,51.0,0,1,Biochemistry,M,"Very High OxyS - $46,000 +",2,2651
0,FAN,NO,0,White,0,VA,2.9,,1,1,Critical Theory & Social Justice,F,No OxyS - $0,4,3836
0,FAY,,0,White,0,CA,3.79,,0,0,Biology,F,"Low OxyS - $1 to $19,999",3,3422
0,FAN,ACH,0,Hispanic/Latino,0,NM,4.0,66.0,0,0,Biochemistry,M,"Low OxyS - $1 to $19,999",3,1324
0,FAN,NO,0,White,0,NJ,3.86,8.0,1,0,Diplomacy & World Affairs,F,No OxyS - $0,2,1102
0,FAN,NO,0,White,1,CA,3.9,72.0,1,0,Undecided,F,No OxyS - $0,3,2753
0,FAY,DIR,0,White,0,TN,4.0,507.0,1,0,Physics,M,"Medium OxyS - $20,000 - $29,999",2,6361
0,FAY,DIR,0,Asian,0,CA,3.83,635.0,0,0,Computer Science,M,"High OxyS - $30,000 to $45,999",2,4197
0,FAN,NO,0,Asian,0,CA,3.71,895.0,1,0,Physics: 3-2 Engineering Program,F,No OxyS - $0,3,760
1,FAN,,0,White,0,CA,3.92,,1,0,Biology,F,No OxyS - $0,2,7727
0,FAN,,0,White,0,CA,3.96,,1,0,Geology,F,No OxyS - $0,3,3666
0,FAY,NO,0,White,0,OR,4.0,15.0,1,0,Biochemistry,M,"Low OxyS - $1 to $19,999",2,802
1,FAY,DIR,0,White,0,WA,3.98,75.0,1,0,Politics,F,"High OxyS - $30,000 to $45,999",2,5689
0,FAY,NO,0,Black or African American,0,CA,3.68,352.0,0,0,Biology,F,Unknown - In Progress,3,3987
0,FAN,NO,0,Asian,0,MA,3.57,123.0,1,0,Computer Science,M,No OxyS - $0,3,4907
0,FAY,TRST,0,Asian,1,CA,4.0,662.0,0,0,Psychology,F,"High OxyS - $30,000 to $45,999",1,4408
0,FAN,NO,0,White,0,CA,3.66,98.0,1,0,Urban and Environmental Policy,F,No OxyS - $0,3,2911
0,FAY,PRES,0,Black or African American,0,TX,3.71,166.0,1,0,Politics,F,"Very High OxyS - $46,000 +",1,6917
0,FAN,TRST,0,White,0,MN,4.0,326.0,0,0,English,F,"Low OxyS - $1 to $19,999",1,7908
0,FAN,NO,0,White,0,MA,3.55,259.0,1,0,Politics,M,No OxyS - $0,3,6471
0,FAY,NO,0,Asian,1,CA,3.71,737.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",3,8943
0,FAN,NO,0,White,0,NY,3.92,59.0,0,1,English,F,No OxyS - $0,3,5083
1,FAY,TRST,0,White,0,NY,3.59,115.0,1,0,Biology,F,"Very High OxyS - $46,000 +",1,2475
0,FAY,MBS,0,White,0,DE,4.0,57.0,1,0,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",1,1281
0,FAY,,0,White,0,CA,3.81,,1,0,Theater,M,"Low OxyS - $1 to $19,999",3,4733
0,FAY,NO,0,,0,TX,3.25,226.0,1,1,Politics,F,"Medium OxyS - $20,000 - $29,999",3,903
0,FAY,,0,White,0,CA,3.48,,0,0,Physics: 3-2 Engineering Program,M,No OxyS - $0,4,8341
0,FAN,TRST,0,White,0,CA,3.9,303.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",1,7115
0,FAY,NO,0,Asian,0,OR,4.0,430.0,1,0,English,M,"Low OxyS - $1 to $19,999",3,2689
0,FAY,NO,0,Asian,1,CA,3.7,620.0,0,0,Sociology,F,"High OxyS - $30,000 to $45,999",2,5172
0,FAN,DIR,0,"Asian, Black or African American, White",0,CA,3.92,695.0,1,1,Education,F,"Low OxyS - $1 to $19,999",2,5096
0,FAN,NO,0,White,0,DC,3.57,406.0,1,0,Art History,M,No OxyS - $0,2,8216
0,FAY,NO,0,White,0,CT,3.3,388.0,0,0,Theater,M,"Medium OxyS - $20,000 - $29,999",3,6502
0,FAY,NO,0,"Asian, Native Hawaiian or Other Pacific Islander",1,HI,3.54,432.0,0,0,Biology,M,"Medium OxyS - $20,000 - $29,999",4,7592
0,FAN,,0,White,0,CA,3.76,,1,0,Sociology,F,No OxyS - $0,3,919
0,FAN,,0,"Hispanic/Latino, White",0,SC,3.91,,0,0,Spanish Studies,F,No OxyS - $0,2,131
0,FAY,NO,0,Asian,0,CA,3.7,624.0,1,0,Urban and Environmental Policy,F,"Medium OxyS - $20,000 - $29,999",2,1401
0,FAY,DIR,0,Asian,0,CA,4.0,418.0,0,0,Biology,M,"High OxyS - $30,000 to $45,999",2,1540
0,FAN,,0,,0,CA,3.58,,0,0,Politics,F,No OxyS - $0,3,4014
0,FAY,DEAN,0,White,0,CA,4.0,,0,0,Art History,F,"Low OxyS - $1 to $19,999",1,3974
0,FAY,NO,0,White,0,CA,3.86,567.0,0,0,Public Health,F,"Low OxyS - $1 to $19,999",3,7049
0,FAY,NO,0,Hispanic/Latino,1,CA,3.95,224.0,0,0,Education,F,"High OxyS - $30,000 to $45,999",3,9542
0,FAY,NO,0,White,0,AK,3.36,428.0,1,0,Urban and Environmental Policy,F,No OxyS - $0,3,8876
0,FAY,LDRS,0,White,1,NV,3.83,,0,0,Pre-health Professions,M,"Medium OxyS - $20,000 - $29,999",2,6472
0,FAY,NO,0,"Asian, White",0,CA,3.61,115.0,1,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",3,391
1,FAY,TRST,0,White,0,OR,3.98,248.0,1,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",1,4809
0,FAY,NO,0,"Asian, White",0,UT,4.0,425.0,0,1,Kinesiology,M,"Medium OxyS - $20,000 - $29,999",3,6928
0,FAY,NO,0,"Asian, White",0,CA,3.35,606.0,1,1,Physics: 3-2 Engineering Program,M,"Low OxyS - $1 to $19,999",3,6678
1,FAY,,0,"Black or African American, White",0,CA,3.48,,1,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",2,4037
0,FAY,DIR,0,White,0,IL,3.82,789.0,1,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,3240
0,FAY,NO,0,White,0,CA,3.5,251.0,1,0,Politics,F,"Low OxyS - $1 to $19,999",3,4283
0,FAY,NO,0,Hispanic/Latino,1,CA,3.52,94.0,1,1,Neuroscience,F,"High OxyS - $30,000 to $45,999",3,7568
1,FAY,NO,0,"Hispanic/Latino, White",0,NY,3.26,147.0,1,0,Pre-law Advising,F,"Medium OxyS - $20,000 - $29,999",4,6047
0,FAY,PRES,1,White,0,CA,3.95,63.0,1,0,Biology,F,"Very High OxyS - $46,000 +",1,3598
0,FAY,DIR,0,"Asian, Native Hawaiian or Other Pacific Islander",0,CA,3.83,751.0,0,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",2,6780
0,FAY,NO,0,White,0,NY,3.31,60.0,0,0,Studio Art,M,"Very High OxyS - $46,000 +",3,9196
0,FAY,NO,0,Asian,1,CA,4.0,427.0,0,0,English,F,"High OxyS - $30,000 to $45,999",2,7959
1,FAY,NO,0,Asian,0,MA,3.3,206.0,1,0,Physics: 3-2 Engineering Program,M,"High OxyS - $30,000 to $45,999",2,9242
0,FAN,DIR,0,Asian,1,,3.68,54.0,0,0,Critical Theory & Social Justice,F,"Low OxyS - $1 to $19,999",2,7481
1,FAN,,0,White,0,NY,3.58,,1,0,Urban and Environmental Policy,F,No OxyS - $0,4,1625
1,FAN,NO,0,White,0,VT,3.88,57.0,1,1,Psychology,F,No OxyS - $0,3,9025
0,FAY,DIR,0,"Hispanic/Latino, White",0,CA,4.0,223.0,0,0,Geology,F,"Very High OxyS - $46,000 +",2,3106
0,FAY,PRES,1,"Asian, White",0,CA,3.98,252.0,0,0,Biochemistry,F,"Low OxyS - $1 to $19,999",1,1626
0,FAY,DIR,0,"Hispanic/Latino, White",0,NM,3.86,305.0,0,0,Computer Science,F,"High OxyS - $30,000 to $45,999",2,4397
0,FAN,,0,Asian,0,CA,3.88,,0,0,Biology,F,No OxyS - $0,3,8662
1,FAY,NO,0,Hispanic/Latino,1,CA,3.38,194.0,1,0,Philosophy,M,"Very High OxyS - $46,000 +",5,1140
0,FAY,LDRS,0,Black or African American,0,NJ,2.75,319.0,0,0,Politics,M,"Very High OxyS - $46,000 +",2,2770
0,FAN,,0,Asian,0,MD,3.8,,0,0,Diplomacy & World Affairs,M,No OxyS - $0,2,5161
0,FAY,LDRS,0,"Asian, White",0,CA,3.82,,0,0,Biology,F,"Low OxyS - $1 to $19,999",1,6980
0,FAY,LDRS,0,Asian,1,CA,3.66,518.0,0,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",2,9443
0,FAN,PRES,0,White,0,CA,3.96,,1,0,Cognitive Science,M,"Low OxyS - $1 to $19,999",1,7243
0,FAY,NO,0,Hispanic/Latino,0,CA,3.73,419.0,0,0,Biochemistry,F,No OxyS - $0,4,704
0,FAN,DIR,0,White,0,CA,3.78,,0,0,History,M,"Low OxyS - $1 to $19,999",2,2380
0,FAY,,0,"Black or African American, White",1,IL,3.51,,0,0,English,F,"Very High OxyS - $46,000 +",2,8923
0,FAY,NO,0,Asian,0,MO,3.38,44.0,0,0,Pre-health Professions,F,No OxyS - $0,3,5741
0,FAY,NO,0,"Black or African American, White",0,CA,3.8,118.0,0,0,Pre-law Advising,M,"High OxyS - $30,000 to $45,999",4,2726
0,FAY,PRES,1,Asian,0,CA,3.85,113.0,1,1,Psychology,F,"Medium OxyS - $20,000 - $29,999",1,6461
0,FAY,NO,0,White,0,CA,3.52,687.0,0,0,Computer Science,M,"Low OxyS - $1 to $19,999",3,6722
0,FAN,MBS,0,White,0,CA,3.96,117.0,1,0,Biology,M,"Medium OxyS - $20,000 - $29,999",1,2946
0,FAY,NO,0,"Asian, Hispanic/Latino, Native Hawaiian or Other Pacific Islander",0,HI,3.8,124.0,1,1,Psychology,F,"High OxyS - $30,000 to $45,999",5,5529
0,FAY,DEAN,0,Asian,1,WA,3.95,,0,0,English,M,"High OxyS - $30,000 to $45,999",1,6223
0,FAY,DIR,0,White,0,CA,3.7,73.0,0,0,Geology,M,"Medium OxyS - $20,000 - $29,999",2,6256
0,FAY,,0,Asian,0,CA,3.34,,0,0,Biology,M,"Low OxyS - $1 to $19,999",3,5069
0,FAN,DIR,0,White,0,CA,3.58,,1,0,Pre-law Advising,F,"Low OxyS - $1 to $19,999",2,346
0,FAY,DIR,0,Hispanic/Latino,1,IL,3.95,140.0,1,0,Mathematics,M,"Very High OxyS - $46,000 +",2,7487
0,FAY,NO,0,White,1,CA,3.9,73.0,0,0,Engineering Combined Degree Program,M,"Medium OxyS - $20,000 - $29,999",3,6729
0,FAN,DIR,0,"Asian, White",0,CA,3.9,498.0,0,0,Linguistics,F,"Low OxyS - $1 to $19,999",2,1357
1,FAY,NO,0,Black or African American,0,CA,3.35,96.0,1,1,English,F,"High OxyS - $30,000 to $45,999",4,9289
0,FAY,PRES,0,White,0,OR,4.0,500.0,1,0,Politics,F,"Low OxyS - $1 to $19,999",1,2112
0,FAN,,0,White,0,CA,3.52,,0,0,Economics,F,No OxyS - $0,4,2400
0,FAY,,0,"Black or African American, White",0,CA,3.66,,0,0,Biology,F,"Very High OxyS - $46,000 +",4,9092
1,FAY,,0,White,0,CA,3.99,,1,1,Philosophy,F,"Medium OxyS - $20,000 - $29,999",2,3413
0,FAY,,0,Asian,1,CA,3.37,,0,0,Economics,M,"High OxyS - $30,000 to $45,999",2,9322
0,FAY,TRST,0,White,0,OR,3.96,322.0,1,1,Neuroscience,F,"Low OxyS - $1 to $19,999",1,1256
1,FAY,,0,Asian,0,CA,3.87,,1,0,East Asian Studies,F,"High OxyS - $30,000 to $45,999",3,3713
0,FAN,NO,0,White,0,NY,3.05,96.0,0,0,Chinese Studies,F,No OxyS - $0,3,7695
0,FAY,DIR,0,"Asian, White",0,CA,3.74,89.0,0,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,2775
0,FAY,MBS,0,White,0,NY,4.0,56.0,0,0,Physics,M,"High OxyS - $30,000 to $45,999",1,4031
0,FAY,LDRS,0,"American Indian or Alaska Native, Hispanic/Latino, White",0,CA,3.8,515.0,0,0,Politics,F,"High OxyS - $30,000 to $45,999",2,5474
0,FAY,NO,0,Black or African American,0,MD,3.57,408.0,1,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",3,1699
0,FAN,NO,0,"Hispanic/Latino, White",0,NY,,115.0,0,0,Politics,M,No OxyS - $0,4,2644
0,FAN,TRST,0,"Asian, White",0,CA,4.0,99.0,1,0,Undecided,F,"Low OxyS - $1 to $19,999",1,5166
0,FAY,NO,0,Asian,0,CA,4.0,346.0,0,0,Psychology,F,"High OxyS - $30,000 to $45,999",2,9394
1,FAY,,0,White,0,CA,3.44,,0,1,French Studies,F,"Low OxyS - $1 to $19,999",2,9606
0,FAY,TRST,0,"Asian, White",0,CA,3.98,565.0,0,0,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",1,1984
0,FAN,NO,0,White,0,WA,3.75,111.0,1,0,Economics,M,No OxyS - $0,2,536
0,FAY,NO,0,"Asian, Black or African American",0,CA,,76.0,1,0,Art History,M,"Very High OxyS - $46,000 +",4,74
0,FAN,TRST,0,White,0,MA,3.89,124.0,1,0,Computer Science,F,"Low OxyS - $1 to $19,999",1,8181
0,FAN,,0,White,0,OR,3.45,,1,0,Biology,F,No OxyS - $0,3,6966
0,FAY,DIR,0,White,0,CA,3.97,,1,0,Economics,M,"Low OxyS - $1 to $19,999",2,6027
0,FAY,DEAN,0,White,0,PA,3.88,,0,0,Physics,M,"Low OxyS - $1 to $19,999",1,2250
0,FAY,DIR,0,White,0,CA,3.81,53.0,1,1,Theater,M,"Low OxyS - $1 to $19,999",2,6001
0,FAY,PRES,0,Asian,0,CA,4.0,428.0,0,0,Psychology,M,"Medium OxyS - $20,000 - $29,999",1,4453
0,FAY,NO,0,White,0,VT,4.0,144.0,0,0,Art History,F,No OxyS - $0,3,9326
0,FAN,DIR,0,"Hispanic/Latino, White",0,CA,3.91,113.0,0,0,Kinesiology,M,"Low OxyS - $1 to $19,999",2,7910
0,FAY,DIR,0,Asian,0,CA,3.84,329.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",2,6375
0,FAY,NO,0,White,0,CA,3.81,228.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",2,8164
0,FAY,NO,0,"Black or African American, White",0,NY,3.63,136.0,1,0,Pre-health Professions,F,"Very High OxyS - $46,000 +",4,5887
0,FAN,NO,0,White,0,CA,3.55,107.0,1,0,Economics,M,No OxyS - $0,3,4507
1,FAN,TRST,0,White,0,WI,3.83,390.0,0,0,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",1,7731
1,FAY,DIR,0,Asian,0,CA,3.6,,0,0,Diplomacy & World Affairs,M,"High OxyS - $30,000 to $45,999",2,8758
0,FAY,PRES,0,White,0,CA,3.86,800.0,1,0,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",1,3338
0,FAY,DIR,0,Black or African American,1,TX,3.91,629.0,0,0,Biochemistry,F,"Very High OxyS - $46,000 +",2,4403
0,FAN,PRES,0,White,0,CA,3.89,643.0,1,1,Urban and Environmental Policy,F,"Medium OxyS - $20,000 - $29,999",1,3318
0,FAY,TRST,0,Asian,0,CA,4.0,42.0,1,0,Physics,M,"Medium OxyS - $20,000 - $29,999",1,5238
0,FAY,DIR,0,White,0,OR,3.72,367.0,1,1,Group Language (Foreign Languages),F,"High OxyS - $30,000 to $45,999",2,2697
0,FAY,DIR,0,Asian,0,CA,3.91,239.0,1,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",2,8414
0,FAY,NO,0,White,0,MN,3.66,677.0,0,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,7542
1,FAY,,0,"Black or African American, Hispanic/Latino",0,NY,3.06,,1,0,Diplomacy & World Affairs,M,"Very High OxyS - $46,000 +",5,6632
0,FAY,DIR,0,White,0,CA,3.86,239.0,0,0,History,M,"Medium OxyS - $20,000 - $29,999",2,5701
0,FAY,NO,0,"Hispanic/Latino, White",0,FL,4.0,138.0,0,0,Psychology,F,"Very High OxyS - $46,000 +",3,7576
0,FAY,DIR,0,"American Indian or Alaska Native, Asian, Hispanic/Latino, Native Hawaiian or Other Pacific Islander",0,CA,3.83,458.0,1,1,Mathematics,M,"Medium OxyS - $20,000 - $29,999",2,4583
0,FAY,TRST,0,White,0,OR,3.68,78.0,1,0,Politics,F,"Low OxyS - $1 to $19,999",2,1679
0,FAN,DIR,0,White,0,OR,3.54,79.0,0,0,Economics,M,"Low OxyS - $1 to $19,999",2,8968
0,FAN,TRST,0,White,0,CA,3.75,446.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",1,1520
0,FAY,DIR,0,White,0,CA,3.87,118.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,6012
1,FAY,LDRS,0,White,0,ID,3.94,218.0,1,0,Pre-health Professions,M,"Low OxyS - $1 to $19,999",2,8348
0,FAY,,0,White,0,RM,,,0,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",3,3090
0,FAY,,0,"Asian, Hispanic/Latino, White",1,CA,3.63,,0,0,Kinesiology,M,No OxyS - $0,4,6591
1,FAN,NO,0,"Asian, Native Hawaiian or Other Pacific Islander, White",0,CA,3.84,642.0,1,0,Mathematics,M,No OxyS - $0,2,5837
0,FAN,NO,0,White,0,CA,3.46,366.0,1,0,Biology,M,No OxyS - $0,3,2713
0,FAY,DIR,0,Asian,0,CA,3.96,737.0,1,0,Mathematics,M,"High OxyS - $30,000 to $45,999",2,9370
0,FAY,PRES,0,Asian,1,CA,4.0,104.0,0,0,Cognitive Science,F,"High OxyS - $30,000 to $45,999",1,8657
0,FAN,NO,0,Asian,0,MO,3.75,170.0,1,0,Chemistry,M,No OxyS - $0,3,9356
0,FAN,TRST,0,"Asian, White",0,CA,3.96,355.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",1,2405
0,FAY,NO,0,White,0,CA,3.69,533.0,1,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",3,6869
0,FAY,PRES,0,White,0,TX,3.81,119.0,1,0,Economics,M,"Medium OxyS - $20,000 - $29,999",1,2272
